"Google Mobile Украина, язык интерфейса: українська"
"Ключевое слово",URL,Частотность,Динамика,2025-09-16,2025-09-23,2025-09-25,2025-09-30,2025-10-07,2025-10-14,2025-10-21,2025-10-28,2025-11-03,2025-11-04,2025-11-05,2025-11-11,2025-11-28,2026-01-06,2026-01-20,2026-02-13,2026-03-03
"гель для вмивання купити",https://avrora.ua/geli-dlya-oblichchya/,20,-48,12,13,"Нет данных",15,13,18,19,18,16,16,"Нет данных",19,19,19,19,23,60
"крем гель для вмивання",https://avrora.ua/geli-dlya-oblichchya/,20,68,-,-,"Нет данных",-,-,-,29,-,-,-,"Нет данных",24,47,-,25,31,32
"гель для вмивання ціна",https://avrora.ua/geli-dlya-oblichchya/,0,-1,40,39,"Нет данных",44,35,24,26,51,29,22,"Нет данных",42,-,38,25,33,41
"гель для вмивання косметики",https://avrora.ua/geli-dlya-oblichchya/,0,12,-,70,"Нет данных",-,-,53,78,69,63,68,"Нет данных",59,43,48,67,58,88
"очищувальний гель для вмивання ціна",https://avrora.ua/geli-dlya-oblichchya/,0,8,-,-,"Нет данных",-,-,-,-,90,-,-,"Нет данных",-,67,71,71,71,92
"гель для вмивання інтернет магазин",https://avrora.ua/geli-dlya-oblichchya/,0,13,-,35,"Нет данных",50,-,33,33,33,32,32,"Нет данных",64,59,82,57,52,87
"гель для вмивання для жирної",https://avrora.ua/doglyad-za-oblichchyam/,0,-24,76,47,"Нет данных",-,-,-,81,74,96,-,"Нет данных",-,88,-,-,-,-
"гель для вмивання для жирної шкіри",https://avrora.ua/gel-dlya-vmivannya-kombinovanoi-zhirnoi-shkiri-oblichchya-dushka-pidlitkoviy-100-ml/,110,-52,48,50,"Нет данных",34,40,45,42,37,33,38,"Нет данных",-,35,67,74,-,-
"гель для вмивання для проблемної",https://avrora.ua/geli-dlya-oblichchya/,0,31,-,-,"Нет данных",88,-,-,84,62,95,-,"Нет данных",-,79,89,59,-,69
"гель для вмивання для проблемної шкіри",https://avrora.ua/geli-dlya-oblichchya/,480,3,41,38,"Нет данных",36,-,35,44,39,34,36,"Нет данных",37,41,41,40,44,38
"гель для вмивання для комбінованої шкіри",https://avrora.ua/doglyad-za-oblichchyam/,110,-43,57,53,"Нет данных",56,59,71,-,33,-,65,"Нет данных",36,59,-,-,-,-
"пінка для очищення обличчя",https://avrora.ua/pinki-dlya-vmivannya/,70,2,16,41,"Нет данных",42,57,48,20,40,17,18,"Нет данных",17,14,53,15,16,14
"пінки для очищення шкіри обличчя",https://avrora.ua/pinki-dlya-vmivannya/,0,11,24,30,"Нет данных",-,17,22,22,15,17,-,"Нет данных",13,12,19,16,12,13
"пінка для вмивання купити",https://avrora.ua/pinki-dlya-vmivannya/,20,0,14,16,"Нет данных",13,15,17,16,15,15,16,"Нет данных",13,14,13,17,17,14
"очищувальна пінка для вмивання",https://avrora.ua/pinki-dlya-vmivannya/,0,-6,22,21,"Нет данных",21,31,30,21,24,26,26,"Нет данных",27,12,29,35,36,28
"пінка для вмивання ціна",https://avrora.ua/pinki-dlya-vmivannya/,10,-1,14,-,"Нет данных",9,14,13,14,11,12,13,"Нет данных",12,11,16,19,17,15
"пінка для вмивання для жирної шкіри",https://avrora.ua/pinki-dlya-vmivannya/,50,-35,35,-,"Нет данных",19,17,16,17,38,14,15,"Нет данных",-,17,-,-,-,70
"пінка для вмивання для чутливої шкіри",https://avrora.ua/pinka-dlya-vmivannya-dlya-chutlivoi-shkiri-oblichchya-re.care-gentle-150-ml/,110,-8,14,14,"Нет данных",12,14,17,17,18,18,15,"Нет данных",17,14,17,17,32,22
"пінка для вмивання для проблемної шкіри",https://avrora.ua/pinki-dlya-vmivannya/,140,6,24,30,"Нет данных",42,14,14,21,14,14,12,"Нет данных",14,12,16,17,15,18
"мус для очищення обличчя",https://avrora.ua/mus-micelyarniy-dlya-glibokogo-ochischennya-oblichchya-re.care-soft-and-deep-150-ml/,0,0,-,-,"Нет данных",-,-,-,-,-,-,68,"Нет данных",-,-,-,-,-,-
"мус для вмивання",https://avrora.ua/mus-dlya-vmivannya-suhoi-chutlivoi-shkiri-oblichchya-nivea-nizhniy-150-ml/,70,0,-,-,"Нет данных",-,-,-,85,83,89,-,"Нет данных",-,-,-,-,-,-
"очищувальний мус для вмивання",,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"купити мус для вмивання",https://avrora.ua/krasota-i-zdorove/,0,-45,55,-,"Нет данных",-,-,-,-,53,54,77,"Нет данных",-,-,-,87,64,-
"мус для вмивання для жирної шкіри",https://avrora.ua/mus-dlya-vmivannya-suhoi-chutlivoi-shkiri-oblichchya-nivea-nizhniy-150-ml/,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"мило для очищення обличчя",https://avrora.ua/sredstva-po-uhodu-za-telom/,0,0,-,-,"Нет данных",-,54,-,63,-,-,-,"Нет данных",-,61,-,-,-,-
"мило для вмивання обличчя",https://avrora.ua/krem-milo/,70,19,-,-,"Нет данных",-,72,-,-,63,56,60,"Нет данных",56,46,70,63,85,81
"мило пінка для вмивання",https://avrora.ua/milo-pinka-dlya-ruk-ta-tila-dushka-fruit-and-flower-300-ml/,0,-54,21,21,"Нет данных",79,24,26,27,81,52,53,"Нет данных",96,56,21,33,58,75
"рідке мило для вмивання",https://avrora.ua/ridke-milo/,0,-44,20,13,"Нет данных",14,46,18,18,14,14,13,"Нет данных",14,12,15,14,19,64
"крем мило для вмивання",https://avrora.ua/krem-milo/,0,4,9,11,"Нет данных",7,6,8,5,7,6,8,"Нет данных",8,8,8,8,8,5
"рідке мило для вмивання обличчя",https://avrora.ua/blog/chistota-i-poryadok/scho-krasche-ridke-milo-chi-tverde/,0,41,-,-,"Нет данных",-,90,72,71,88,58,65,"Нет данных",74,95,42,48,49,59
"скраб для шкіри обличчя",https://avrora.ua/piling-padi-dlya-oblichchya-kislotni-lovit-vidluschuvalni/,10,0,-,-,"Нет данных",-,-,-,-,-,45,42,"Нет данных",-,-,-,-,83,-
"скраб для обличчя купити",https://avrora.ua/skrabi-dlya-oblichchya/,10,32,-,-,"Нет данных",53,55,52,27,50,25,26,"Нет данных",30,58,59,51,32,68
"косметика скраб для обличчя",https://avrora.ua/krasota-i-zdorove/,0,0,-,-,"Нет данных",-,-,-,-,-,87,-,"Нет данных",87,-,-,84,-,-
"скраб для обличчя недорого",https://avrora.ua/skrabi-dlya-oblichchya/,0,-5,15,42,"Нет данных",28,13,12,15,40,26,19,"Нет данных",19,50,32,40,19,20
"скраб для сухої шкіри обличчя",,10,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"скраб для жирної шкіри обличчя",,10,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"скраб для комбінованої шкіри обличчя",,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"скраб для чутливої шкіри обличчя",https://avrora.ua/skrabi-dlya-oblichchya/,0,0,-,-,"Нет данных",-,-,-,-,-,52,53,"Нет данных",-,-,-,-,-,-
"скраб для всіх типів шкіри обличчя",,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"гель пілінг для обличчя",https://avrora.ua/pilingi-dlya-oblichchya/,90,-63,37,37,"Нет данных",-,39,-,60,32,62,-,"Нет данных",-,-,49,45,67,-
"гель пілінг скатка для обличчя",,10,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"пілінг скраб для обличчя",https://avrora.ua/pilingi-dlya-oblichchya/,10,0,-,-,"Нет данных",-,-,-,57,45,-,-,"Нет данных",-,-,-,-,-,-
"очищувальний пілінг для обличчя",https://avrora.ua/pilingi-dlya-oblichchya/,0,28,-,-,"Нет данных",-,-,-,-,69,-,-,"Нет данных",64,46,64,66,33,72
"пілінг для сухої шкіри обличчя",https://avrora.ua/pilingi/,30,34,-,43,"Нет данных",-,-,-,-,50,41,48,"Нет данных",46,51,48,66,68,66
"пілінг для жирної шкіри обличчя",https://avrora.ua/pilingi-dlya-oblichchya/,20,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,88,-,-,-,-
"лосьйон тонік",https://avrora.ua/krasota-i-zdorove/,10,0,-,-,"Нет данных",-,84,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"лосьйони тоніки купити",https://avrora.ua/toniki/,0,0,-,-,"Нет данных",-,-,47,-,-,31,-,"Нет данных",32,38,-,39,-,-
"тонік для шкіри обличчя",https://avrora.ua/toniki/,0,46,66,30,"Нет данных",27,15,13,15,14,14,10,"Нет данных",21,13,21,18,48,20
"недорогі тоніки для обличчя",https://avrora.ua/toniki/,0,0,21,16,"Нет данных",18,18,17,14,15,-,8,"Нет данных",27,34,20,21,37,21
"лосьйон для обличчя",https://avrora.ua/doglyad-za-oblichchyam/,390,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,43,-,-,-,-
"лосьйон для шкіри обличчя",https://avrora.ua/losyon-dlya-shkiri-oblichchya-the-lab-beauty-tonizuyuchiy-150-ml/,0,0,-,-,"Нет данных",78,35,-,89,85,23,74,"Нет данных",-,20,91,-,-,-
"купити лосьйон для обличчя",https://avrora.ua/doglyad-za-oblichchyam/,0,0,-,58,"Нет данных",-,-,-,37,78,71,80,"Нет данных",97,49,-,-,-,-
"засоби для зволоження обличчя",https://avrora.ua/doglyad-za-oblichchyam/,0,-46,54,35,"Нет данных",26,26,39,47,38,46,40,"Нет данных",59,40,80,35,78,-
"засоби для зволоження шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,90,-59,41,36,"Нет данных",20,22,22,23,24,23,25,"Нет данных",24,37,38,33,39,-
"засоби для живлення шкіри обличчя",https://avrora.ua/doglyad-za-oblichchyam/,0,-89,11,66,"Нет данных",30,34,18,14,12,13,13,"Нет данных",13,17,29,25,-,-
"зволожуючі засоби для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,20,-33,67,-,"Нет данных",-,-,-,-,-,30,-,"Нет данных",81,89,76,87,89,-
"зволожуючі засоби для шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,0,-,25,"Нет данных",-,-,-,-,91,68,-,"Нет данных",90,88,75,62,-,-
"зволожуючий засіб для обличчя купити",https://avrora.ua/krem-dlya-oblichchya-zelena-apteka-zvolozhuyuchiy-100-ml/,0,17,-,29,"Нет данных",-,-,25,25,23,25,27,"Нет данных",28,32,50,49,45,83
"зволожуючі засоби для сухої шкіри обличчя",https://avrora.ua/doglyad-za-oblichchyam/,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"зволожуючі засоби для жирної шкіри обличчя",https://avrora.ua/doglyad-za-oblichchyam/,0,0,-,-,"Нет данных",-,57,-,-,-,91,-,"Нет данных",89,63,-,-,-,-
"крем для шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,10,-67,23,32,"Нет данных",31,18,17,20,28,24,37,"Нет данных",25,27,28,27,29,90
"крем для обличчя ціна",https://avrora.ua/kremi-dlya-oblichchya/,20,-27,25,15,"Нет данных",17,16,15,15,13,-,15,"Нет данных",14,14,23,18,31,52
"дешевий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,10,-8,8,8,"Нет данных",9,8,8,7,8,12,10,"Нет данных",9,15,13,15,15,16
"крем для обличчя купити дешево",https://avrora.ua/kremi-dlya-oblichchya/,0,-9,10,36,"Нет данных",17,12,13,10,13,14,12,"Нет данных",13,25,26,28,27,19
"недорогі креми для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,-3,11,11,"Нет данных",9,9,8,8,8,8,8,"Нет данных",8,6,8,8,7,14
"купити недорого крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,0,13,12,"Нет данных",-,11,11,13,12,13,13,"Нет данных",12,12,19,21,25,13
"замовити крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,10,-53,47,70,"Нет данных",43,65,47,71,68,68,52,"Нет данных",62,62,59,54,49,-
"зволожуючий крем для обличчя",https://avrora.ua/krem-dlya-oblichchya-zelena-apteka-zvolozhuyuchiy-100-ml/,2400,-16,16,20,"Нет данных",32,-,21,13,19,12,21,"Нет данных",14,27,48,46,50,32
"зволожуючий крем для шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,-43,57,59,"Нет данных",64,63,67,42,56,55,68,"Нет данных",61,51,86,82,67,-
"купити зволожуючий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,90,0,-,27,"Нет данных",27,21,23,20,25,21,22,"Нет данных",26,25,29,44,68,-
"недорогий зволожуючий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,-86,14,13,"Нет данных",14,12,13,12,12,14,10,"Нет данных",9,12,12,15,17,-
"дешевий зволожуючий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,-90,10,8,"Нет данных",10,10,10,10,8,10,10,"Нет данных",9,9,10,12,15,-
"розгладжуючий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,10,30,-,-,"Нет данных",84,-,-,-,96,78,-,"Нет данных",86,-,80,81,66,70
"живильний крем для обличчя",,390,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"живильний крем для шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,0,-,-,"Нет данных",-,-,-,96,-,-,-,"Нет данных",88,-,-,-,-,-
"купити живильний крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,0,-,-,"Нет данных",-,-,-,-,83,65,76,"Нет данных",75,76,-,-,-,-
"живильний крем для обличчя ціна",https://avrora.ua/kremi-dlya-oblichchya/,0,0,-,-,"Нет данных",-,-,-,72,73,81,77,"Нет данных",72,96,-,-,-,-
"очищуючий крем для обличчя",https://avrora.ua/zasobi-dlya-ochischennya-oblichchya/,0,62,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,38
"очищуючий крем для шкіри обличчя",https://avrora.ua/zasobi-dlya-ochischennya-oblichchya/,0,76,-,-,"Нет данных",-,60,-,-,56,-,-,"Нет данных",68,-,98,-,71,24
"купити очищуючий крем для обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,-9,91,-,"Нет данных",-,-,-,-,98,-,-,"Нет данных",-,-,73,89,-,-
"крем для відновлення шкіри обличчя",https://avrora.ua/kremi-dlya-oblichchya/,0,13,60,58,"Нет данных",-,-,45,39,80,77,64,"Нет данных",68,76,54,66,43,47
"крем для звуження пор на обличчі",https://avrora.ua/kremi-dlya-oblichchya/,40,37,-,86,"Нет данных",-,-,-,-,79,50,73,"Нет данных",78,73,60,70,-,63
