Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Is spam,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Page type,Page category
谷歌支持乌克兰创始人的持久影响 -谷歌邮箱,https://www.gmailapc.com/%E8%B0%B7%E6%AD%8C%E6%94%AF%E6%8C%81%E4%B9%8C%E5%85%8B%E5%85%B0%E5%88%9B%E5%A7%8B%E4%BA%BA%E7%9A%84%E6%8C%81%E4%B9%85%E5%BD%B1%E5%93%8D/,zh-cn,wordpress,200,3.1,4.5,0,0,12,20,0,0,https://uspacy.ua/,这些初创公司一起已经取得了令人难以置信的进步。迄今为止，第二笔基金的接受者已筹集了 1900 万美元的后续资金，并雇用了 300 多名新员工。影响已经很明显：公司喜欢它 金融地图 和,乌斯帕西,正在拓展新的国际市场。其他的，比如 仓库流程 和 巴扎IT 正在利用人工智能来推动经济机会。随后获得了全世界的认可：创始人,,,text,true,true,true,false,false,false,true,,,pagefound,2025-11-13 01:30:21,2026-03-11 11:50:43,,,,
"Телефонія Phonet у Uspacy | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/8031575-%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D1%96%D1%8F-phonet-%D1%83-uspacy,uk,,200,27,4.5,103,1,9,58,0,1,https://uspacy.ua/prices/,💡Він доступний лише на,комерційних тарифах,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-18 15:25:01,2026-03-08 02:32:13,,,Article > Guide,Business > Business services > Consulting; Internet > Teleconferencing; Computers and electronics
Впровадження CRM у консервативному середовищі: як подолати опір персоналу в юридичній компанії - GSMinfo,https://gsminfo.com.ua/191791-vprovadzhennya-crm-u-konservatyvnomu-seredovyshhi-yak-podolaty-opir-personalu-v-yurydychnij-kompaniyi.html,uk,wordpress,200,30,4.5,2082,0,8,9,0,0,https://uspacy.ua/cases/industries/legalcompany/,наочні приклади з галузі. Ознайомитися з ними можна на сторінці,https://uspacy.ua/cases/industries/legalcompany/,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-08-31 16:43:34,2026-03-04 20:07:21,,,,
"Електронна картка пацієнта: як зберігати історію лікування, знімки та аналізи в CRM для стоматологів | Головне в Україні",https://glavnoe.in.ua/news/elektronna-kartka-pacziyenta-yak-zberihaty-istoriyu-likuvannya-znimky-ta-analizy-v-crm-dlya-stomatolohiv,uk,wordpress,200,50,4.5,210419,0,6,6,0,0,https://uspacy.ua/cases/industries/dentistry/,"зібрана в одному профілі. На прикладі платформи Uspacy пояснюємо, як",CRM для стоматології,повертає контроль в руки керівників і працівників.,,,text,false,true,false,false,false,false,true,,,pagefound,2025-11-28 13:27:10,2026-03-03 07:32:03,,Serhii Bordovskyi,,
"Шаблони завдань | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/8930709-%D1%88%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD%D0%B8-%D0%B7%D0%B0%D0%B2%D0%B4%D0%B0%D0%BD%D1%8C,uk,,200,27,4.5,103,0,7,30,0,0,https://uspacy.ua/prices/,комерційних тарифах. Детальніше з можливостями всіх тарифних планів можна ознайомитися,ТУТ,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 00:53:53,2026-03-11 10:22:18,,,,
Холодна база: як реанімувати старих лідів через CRM | ВолиньPost,https://www.volynpost.com/news/260807-holodna-baza-iak-reanimuvaty-staryh-lidiv-cherez-crm,"uk, en",,200,49,4.5,83037,0,7,7,0,0,https://uspacy.ua/features/crm/,"принести реальний прибуток, якщо підійти до процесу грамотно і системно.",CRM для продаж,дозволяє автоматизувати пожвавлення контактів і відокремити перспективних замовників від безнадійних,,,text,false,true,false,false,false,false,true,,,pagefound,2026-01-02 15:03:41,2026-02-08 08:19:27,,,,
Google оголосила підсумки другого Фонду підтримки стартапів - Root-Nation.com,https://root-nation.com/ua/news-ua/it-news-ua/ua-2nd-google-support-fund-for-startups-results/,uk,,200,63,4.5,15225,1,19,24,0,0,https://uspacy.ua/,та створили понад 300 нових робочих місць. Компанії Finmap і,Uspacy,"активно виходять на міжнародні ринки, а Wareflow та BazaIT використовують",,,text,false,true,true,false,false,false,true,,,pagefound,2025-11-06 17:28:34,2026-02-13 08:22:04,,Svitlana Anisimova,Article > News,Business > Small business > Business formation; Internet > Web services; Finance > Financial aid > Government grants
"Інтеграції з телефоніями АТС (PBX, Asterisk чи FreePBX) | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/10944845-%D1%96%D0%BD%D1%82%D0%B5%D0%B3%D1%80%D0%B0%D1%86%D1%96%D1%97-%D0%B7-%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D1%96%D1%8F%D0%BC%D0%B8-%D0%B0%D1%82%D1%81-pbx-asterisk-%D1%87%D0%B8-freepbx,uk,,200,27,4.5,103,1,6,25,0,1,https://uspacy.ua/prices/,🌟 Він доступний лише на,комерційних тарифах,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-04-04 21:17:54,2026-03-08 02:49:24,,,Article > Guide,Business > Business operations > Management; Internet > Teleconferencing; Computers and electronics > Networking
Українські CRM: переваги локальних рішень для бізнесу | Експеримент,https://md-eksperiment.org/post/20251128-chomu-ukrayinska-crm-krashcha-za-zarubizhnu-5-perevah-lokalnykh-rishen,uk,,200,51,4.4,46728,0,5,5,0,0,https://uspacy.ua/features/crm/,"привабливішими саме для компаній, які працюють в Україні. Розбираємо, чим",українські CRM,переважають глобальних гравців.,,,text,false,true,false,false,false,false,true,,,pagefound,2025-11-28 14:11:12,2026-03-12 06:04:38,,,,
Відмова від російських CRM — крок до безпечного бізнесу • Marketer,https://marketer.ua/ua/refusal-of-russian-crms-is-a-step-towards-a-safe-business/,uk,wordpress,200,50,4.4,9808,1,23,31,0,0,https://uspacy.ua/,", KeyCRM , Nethunt ,",Uspacy,", KeepinCRM , Creatio , а також інтегратори з",,,text,false,true,true,false,false,false,true,,,pagefound,2024-10-14 15:22:23,2026-03-08 13:49:11,,,Article > News,Business > Business operations > Management; Government > Legal > Business; Internet; Computers and electronics
"Впровадження CRM: 5 кроків, щоб перетворити опір команди на успіх - Yevro Брокер",https://www.yevro.com.ua/vprovadzhennya-crm-5-krokiv-shhob-peretvoryty-opir-komandy-na-uspih/,uk,wordpress,200,30,4.4,3639,0,16,20,0,0,https://uspacy.ua/features/crm/,Варто зробити акцент на перевагах,СРМ системи,", які отримає кожен фахівець. Наприклад, нововведення допоможе:",,,text,false,true,false,false,false,false,true,,,pagefound,2025-09-02 10:22:04,2026-03-08 14:48:33,,Yevro Брокер,,
Всі процеси в одному місці: як з'явився онлайн-сервіс для бізнесу Uspacy | SPEKA.media,https://speka.ua/business/uspacy-yak-stvoryuvavsya-novii-ukrayinskii-onlain-servis-dlya-biznesa-p18k69,uk,,200,58,4.4,9139,5,16,16,0,0,https://uspacy.ua/,14 лютого ми представили,Uspacy,"— онлайн-сервіс, єдиний цифровий робочий простір для організації щоденних процесів",,,text,false,true,true,false,false,true,true,,,linkfound,2025-09-10 12:50:49,2026-03-06 14:28:52,,Дмитро Суслов,Article > Story,Business > Small business > Business formation; Internet > Web services > Development; Computers and electronics > Software > Business
Uspacy vs глобальні гравці на ринку CRM: хто кого - Новости Kontrakty.ua,https://kontrakty.ua/article/271312,"uk, ru",,200,51,4.4,830,0,5,7,0,0,https://uspacy.ua/,,Українська CRM система,"Uspacy сміливо кидає виклик світовим лідерам, пропонуючи функціональне рішення, адаптоване",,,text,false,true,false,false,false,false,true,,,pagefound,2025-09-01 16:11:35,2026-02-20 04:33:17,,,,
谷歌支持乌克兰创始人的持久影响 -谷歌邮箱,https://www.gmailrcn.com/the-lasting-impact-of-googles-support-for-ukrainian-founders/,zh-cn,wordpress,200,2.9,4.4,12,0,12,19,0,0,https://uspacy.ua/,这些初创公司一起已经取得了令人难以置信的进步。迄今为止，第二笔基金的接受者已筹集了1900 万美元的后续资金，并雇用了300 多名新员工。影响已经很明显：公司喜欢 金融地图 和,乌斯帕西,正在拓展新的国际市场。其他人，比如 仓库流程 和 巴扎IT ，正在利用人工智能来推动经济机会。全球认可随之而来：创始人,,,text,false,true,false,false,false,false,true,,,pagefound,2025-12-01 07:25:08,2026-03-07 16:46:23,,,,
Твой шанс получить больше: новая интеграция + специальное предложение от партнера,https://alphasms.ua/news/alfasms/2025-10-28/tvij-shans-otrymaty-bilshe-nova-integratsija-spetsialna-propozytsija-vid-kommocrm/,ru,,200,51,4.4,2739,1,10,14,0,0,https://uspacy.ua/,Эксклюзивное предложение от,Uspacy,,https://email.email.alphasms.ua/c/eJwcy0GOhSAMANDTwJK0lRZYdDEb71EERzOaMYNO8m__k3-A15SREc13xSTIjCWD37SWyVolxlaXtApjtZ7MsmSigoJ-VwJiBEqQuEQIeTIu0tYiMVLi7iL00_Yj2HFtNs4RHvOHbvd9DTd9OZodzc-4bHmFxxzN_k9_-j32lsVF-P7Y5ff0_0rvAAAA__99cC9c,302,text,false,true,false,false,false,false,true,,,linkfound,2025-11-07 10:12:25,2026-03-12 08:40:59,,,Article > News,Business > Business services > Consulting; Computers and electronics > Software > Business; Internet > Web services
"Новина: Акція ""Серпнева спека : -20% від Uspaсy!""",https://medias.com.ua/sale-serpneva-speka-20-vid-uspasy/,uk,wordpress,200,30,4.4,220,0,8,12,0,0,https://uspacy.ua/,Деталі за посиланням:,https://uspacy.ua/,,,,text,false,true,false,false,false,false,true,,,linkfound,2025-05-01 07:08:53,2026-03-10 06:35:45,,,,
The lasting impact of Google’s support for Ukrainian founders -Gmail,https://www.gmailicn.com/the-lasting-impact-of-googles-support-for-ukrainian-founders/,zh-cn,wordpress,200,3,4.4,0,0,12,19,0,0,https://uspacy.ua/,这些初创公司一起已经取得了令人难以置信的进步。迄今为止，第二笔基金的接受者已筹集了 1900 万美元的后续资金，并雇用了 300 多名新员工。影响已经很明显：公司更喜欢 金融地图 和,公用事业,拓展新的国际市场。其他人，比如 仓库 和 巴扎伊特 利用人工智能增加经济机会。全球认可随之而来：创始人,,,text,true,true,false,false,false,false,true,,,pagefound,2025-11-07 08:21:14,2026-03-10 16:16:07,,,,
Ukraine Support Fund,https://www.1991.vc/accelerator/ua/ukraine-support-fund,uk,,200,47,4.4,45,0,107,165,0,0,https://uspacy.ua/,,Uspacy,,,,image,false,false,false,false,false,false,true,,,pagefound,2025-07-04 06:08:21,2026-03-03 09:40:35,,,,
Мультиворонки в Uspacy: як вести 5 різних продуктів в одній CRM - Новини Львова та Галичини,https://hsc.lviv.ua/multyvoronky-v-uspacy-yak-vesty-5-riznyh-produktiv-v-odnij-crm/,uk,wordpress,200,61,4.4,1574,0,2,2,0,0,https://uspacy.ua/features/crm/,"кардинально відрізняються. Щоб навести лад у процесах, розробники Uspacy —",https://uspacy.ua/features/crm/,"— створили інструмент під назвою «мультиворонки», який дозволяє розділити потоки",,,text,false,true,false,false,false,false,true,,,pagefound,2025-11-29 23:03:43,2026-03-09 11:01:41,,,,
Oфіційний Блоґ - Google Україна: Оголошено першу у 2024 році групу одержувачів фінансування від Фонду підтримки Google для стартапів в Україні,https://ukraine.googleblog.com/2024/06/2024-google.html,uk,,200,93,4.4,165006,9,15,22,0,0,https://uspacy.ua/,,Uspacy,"- єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,false,false,false,true,true,,,pagefound,2024-06-13 20:28:38,2026-03-09 02:31:56,,,Article > News,Business > Business finance > Venture capital; Finance > Financial aid > Government grants; Internet > Web services
Що вміє сервіс Uspacy після півріччя роботи,https://speka.ua/news/piv-roku-uspacy-983j6v,uk,,200,58,4.4,9139,0,16,16,0,0,https://uspacy.ua/,"або дивилися на нього на самому початку, то приходьте на",uspacy.ua,", безкоштовно реєструйтеся, вмикайте демо-тариф та пробуйте використовувати наш продукт",,,text,false,true,true,false,false,false,true,,,linkfound,2025-12-08 13:00:49,2026-03-05 16:03:09,,Владислав Миронович,,
